Title,Author
"Non-binding deals to avoid clashes in air and at sea offer some security. Following the breakdown in relations as a result of the US trade war against China, every effort has to be made to reduce the risk of confrontations.",SCMP Editorial
"Only reclamation can give Hong Kong the space it needs for a bright future. The future of Hong Kong lies in reclamation and greater connectivity to the mainland via the Greater Bay Area. Young mainlanders with tech expertise should be allowed to move to Hong Kong, just as young Hongkongers are free to go north to pursue opportunities.",Allan Zeman
"Yuan devaluation: why the signs point to a further drop in China’s currency, whether the US likes it or not. ",Neal Kimberley
How Asia can drive the technology revolution in property and construction. Dorian Barak and Sam Chester say the major investment push in proptech in the West that’s transforming the real estate sector is finally flowing East.,"Dorian Barak,Sam Chester"
"To Beijing: don’t hold Hong Kong too tight if you want ‘one country, two systems’ to succeed. Hong Kong is so precious to China that it tends to overreact to anyone who adds to societal tension in the city. However, China needs to remember the importance of ‘one country, two systems’ to its other hopes of unification.",Tom Plate
"As the US and China seek to win the trade war, the whole world could end up the loser on climate change. A global effort is essential to prevent catastrophic changes in the climate, which can’t happen if China and the US form competing orders",Minxin Pei
"Whether it’s after the midterm elections or later, the US will eventually realise it can’t beat China in the trade war. China has many economic weapons, while America’s growing budget deficits and trade gaps are getting worse, not better",David Brown
Cooperation needed to fully maximise benefits of mega bridge. ,SCMP Editorial
Any changes to rules for Hong Kong lawyers must be in the public interest. Move relating to the use of legal experts from outside the city has to be approached with care and should target abuses not impose protectionist measures.,SCMP Editorial
"Lantau project not just a question of money. The real issue is whether Hong Kong’s latest mega reclamation plan should go ahead in the first place, not whether we are willing to throw a trillion dollars at it.",Alex Lo
"Stock market volatility may spook some investors, but it is no prelude to a crash. Analysis shows conditions causing the volatility are not uniformly bearish, and there’s considerable disagreement even among investors themselves of the market direction.",Nicholas Spiro
"Why the MTR is to blame for Hongkongers’ impatience. Hongkongers have become so used to the MTR running on time that when things go wrong, on the subway or elsewhere, they have little patience with any inefficiency they encounter.",Peter Kammerer
Hong Kong’s pan-democrats are better off without Lau Siu-lai and her ‘self-determination’ baggage. ,Mike Rowse
"In the technology race to develop AI, the US and China can, and must, work together. The US and China can accomplish more together in the push to grow AI technology. China can benefit from the expertise of US developers, while the US can leverage the massive volume of Chinese data.","Rodger Sadler,Chuan Shen"
Estates’ empty spaces should be put to use. ,SCMP Editorial
"Stable ties are good for China, Japan, the region and the world. Summit between Xi Jinping and Shinzo Abe a cause for celebration",SCMP Editorial
"From tolls to reclamation, Hong Kong leader Carrie Lam’s policies show open disdain for the very people she should be serving. ",Alice Wu
