Title,Summary
Hong Kong government planning a new electronic tolling system for all its tunnels by 2023,The system change will be rolled out for a new tunnel linking Lam Tin and Tseung Kwan O in 2021. The government will also consider introducing a congestion charge to all publicly owned roads and tunnels.
"Hong Kong-based digital currency exchange BitMEX ditches clients in US, Quebec amid regulatory pressure",
Jockey Club engages local philanthropic foundations in finding better city solutions,
Critical roles played by Hong Kong researchers on China’s Chang’e 4 mission to far side of the moon,Team from Polytechnic University helped design and make the mission-critical camera mount for moon lander while another group had hand in planning and selecting landing site.
"Carrie Lam is no miser on welfare, but Hong Kong seniors are right to disagree","What may be a sensible decision from a budgeting perspective is hard to support when it could force many seniors into poverty, even homelessness"
"Chinese, Hong Kong companies falling behind in appointing women to board seats, new research shows",It found women only accounted for 17.9 per cent of directors in the MSCI All Country Index in 2018 and most of all-male boards were in Asia
Hong Kong lawmakers united against government’s ‘heartless’ decision to raise age threshold for elderly welfare payments,Welfare secretary Law Chi-kwong stands firm but suggests possible measures to ease process for those most affected.
African swine fever scare should make Hong Kong reform slaughterhouse system,"It is important to step up security measures to deal with this specific threat, but Hong Kong needs to take a closer look at veterinary oversight of the facilities its meat comes from."
"Hong Kong, China stocks fall on worse-than-expected trade data out of mainland as trade war bites",December trade data shows damage of US-China trade war on world’s second-largest economy – and ratchets up the stakes for China to resolve the battle.
Chinese developer Greenland Hong Kong expands into China’s US$1.9 trillion aged care sector as property market slumps,Diversification aims to sustain growth as China’s economy slows but demand for senior care is expected to rise amid an ageing society
Japanese lessons: China’s ‘Greater Bay Area’ to look to Tokyo Bay for inspiration,"Networking forum arranged in prosperous Japanese region, which is home to a third of the country’s GDP and has been ‘very successful in building up a strong manufacturing supply chain and an industrial belt’, according to the organiser."
Hong Kong self-driving start-up AutoX in talks to raise up to US$100 million in funding,AutoX used its self-driving car to deliver burgers and fries at the CES tech show in Las Vegas.
"Hongkongers, stand up for a sensible debate on the national anthem law","Expecting respect for a national anthem is not unprecedented in Asia. But, while some criticism in Hong Kong about the national anthem bill is hysterical, concern over the two-year prosecution window should be addressed."
Hong Kong residents fed up with influx of mainland Chinese tourists call on government to stop them visiting more than once a month,"Groups raise concerns about growing number of package tours in To Kwa Wan, Kowloon City and Hung Hom, and tell the government that visitors from north of the border should be limited to one trip a month."
Hong Kong taxpayers asked to cough up further HK$17.5 billion for huge basement complex under West Kowloon Cultural District,Legislator notes cash injection would make underground complex even more expensive than district’s main facilities.
"Plan to change age limit for social welfare scheme unlikely to be stopped despite public backlash, says top adviser to Hong Kong’s leader",Elderly Commission chairman says he gets rationale behind CSSA policy move.
Carrie Lam shows she is out of touch on Hong Kong elderly welfare,"As a high-ranking civil servant not facing ‘compulsory retirement’, the Hong Kong chief executive should know her story is not typical."
"For young ‘rock star’ conductors from Hong Kong and Macau, the world is their stage","For Elim Chan, Lio Kuok-man and Wilson Ng, whose musical journey started in Hong Kong, international opportunities await"
"To give or not to give, that is the question: Financial Secretary Paul Chan faces some tough choices as budget day approaches","Financial Secretary must decide if this is a year for cash handouts and helping out first-time buyers, but conflicting views and the uncertainty created by the US-China trade war mean there are no simple answers."
Cathay Pacific sells first-class tickets from Portugal to Hong Kong at one-tenth of original price,"Carrier promptly admits to mistake selling tickets for only US$1,512, when full fares on similar routes cost US$16,000. It says it will honour discounts in the case, which comes less than two weeks after similar incident."
Why it makes sense for Hong Kong to rehire older workers,"Rehiring older workers means lower training costs. They were raised to respect authority as well as be self-reliant, which helps them to lead by example."
Beijing approves blueprint for ‘Greater Bay Area’ to rival Silicon Valley with document expected to be released on February 21,Hong Kong will be positioned as a leading finance platform due to its strengths as a global financial centre.
Protesters decry Hong Kong government’s plan to raise CSSA elderly payment threshold to 65,Welfare recipients and activist groups say the shortfall in payments for people aged 60 to 64 will have a serious impact on livelihoods. Lawmakers also call on the government to reverse decision or at least consider alternative measures.
